Latitude,Longitude,Power
33.2105258656197,-97.1440993589136,-61.2714153904243
33.2105168512297,-97.1440993589136,-60.9174478645898
33.2105078368397,-97.1440993589136,-60.5924654721293
33.2104988224498,-97.1440993589136,-59.2826414065139
33.2104898080598,-97.1440993589136,-59.2680745937648
33.2104807936698,-97.1440993589136,-59.2534661709782
33.2104717792798,-97.1440993589136,-59.2388161111564
33.2104627648899,-97.1440993589136,-60.69062006262
33.2104537504999,-97.1440993589136,-59.0217007279806
33.2104447361099,-97.1440993589136,-60.6636729204491
33.21043572172,-97.1440993589136,-60.6499870874183
33.21042670733,-97.1440993589136,-60.6362555362482
33.21041769294,-97.1440993589136,-60.6224782522606
33.2104086785501,-97.1440993589136,-60.6086552179368
33.2103996641601,-97.1440993589136,-60.7358305441143
33.2103906497701,-97.1440993589136,-60.7215527785829
33.2103816353802,-97.1440993589136,-60.7072289031576
33.2103726209902,-97.1440993589136,-60.4764958234409
33.2103636066002,-97.1440993589136,-60.0421671771305
33.2103545922103,-97.1440993589136,-59.9080065980429
33.2103455778203,-97.1440993589136,-59.8941888098114
33.2103365634303,-97.1440993589136,-59.8803288704383
33.2103275490403,-97.1440993589136,-59.8664267446499
33.2103185346504,-97.1440993589136,-59.8532380143995
33.2103095202604,-97.1440993589136,-58.465643719844
33.2103005058704,-97.1440993589136,-58.4508983263587
33.2102914914805,-97.1440993589136,-58.4361130417196
33.2102824770905,-97.1440993589136,-58.3900949280849
33.2102734627005,-97.1440993589136,-60.1824664622255
33.2102644483106,-97.1440993589136,-62.3872668442069
33.2102554339206,-97.1440993589136,-60.1503839137932
33.2102464195306,-97.1440993589136,-60.1341874684019
33.2102374051407,-97.1440993589136,-60.1179596664305
33.2102283907507,-97.1440993589136,-60.4055258857349
33.2102193763607,-97.1440993589136,-60.3893894399047
33.2102103619707,-97.1440993589136,-60.3732197132558
33.2102013475808,-97.1440993589136,-60.3570165746111
33.2101923331908,-97.1440993589136,-60.3407798924572
33.2101833188008,-97.1440993589136,-62.8372813561096
33.2101743044109,-97.1440993589136,-75.3353346516004
33.2101652900209,-97.1440993589136,-75.3337235043681
33.2101562756309,-97.1440993589136,-73.3807987541177
33.210147261241,-97.1440993589136,-71.2593964812499
33.210138246851,-97.1440993589136,-75.402737332303
33.210129232461,-97.1440993589136,-75.4012623140916
33.2101202180711,-97.1440993589136,-75.3997870448706
33.2101112036811,-97.1440993589136,-75.3983115250354
33.2101021892911,-97.1440993589136,-75.3968357544997
33.2100931749012,-97.1440993589136,-69.8493718895173
33.2100841605112,-97.1440993589136,-69.8443108598753
33.2100751461212,-97.1440993589136,-71.2563362131384
33.2100661317312,-97.1440993589136,-69.1338608202836
33.2100571173413,-97.1440993589136,-69.1261223278531
33.2100481029513,-97.1440993589136,-71.2369535354834
33.2100390885613,-97.1440993589136,-71.0735549737052
33.2100300741714,-97.1440993589136,-69.1377217436544
33.2100210597814,-97.1440993589136,-68.2061118650772
33.2100120453914,-97.1440993589136,-71.3790488318116
33.2100030310015,-97.1440993589136,-71.3804184154216
33.2099940166115,-97.1440993589136,-71.3817862357596
33.2099850022215,-97.1440993589136,-71.3831522928098
33.2099759878316,-97.1440993589136,-71.3845165888847
33.2099669734416,-97.1440993589136,-71.3858791248954
33.2099579590516,-97.1440993589136,-Inf
33.2099489446616,-97.1440993589136,-Inf
33.2099399302717,-97.1440993589136,-Inf
33.2099309158817,-97.1440993589136,-Inf
33.2099219014917,-97.1440993589136,-Inf
33.2099128871018,-97.1440993589136,-71.630118757204
33.2099038727118,-97.1440993589136,-71.6167229871025
33.2098948583218,-97.1440993589136,-70.0555885016808
33.2098858439319,-97.1440993589136,-59.5491704659715
33.2098768295419,-97.1440993589136,-62.2366171089402
33.2098678151519,-97.1440993589136,-62.2337629476398
33.209858800762,-97.1440993589136,-62.2309026816155
33.209849786372,-97.1440993589136,-62.2280362780385
33.209840771982,-97.1440993589136,-62.7683382645593
33.209831757592,-97.1440993589136,-75.2813648444779
33.2098227432021,-97.1440993589136,-62.8965077388666
33.2098137288121,-97.1440993589136,-62.8952366096979
33.2098047144221,-97.1440993589136,-62.8940967683506
33.2097957000322,-97.1440993589136,-62.8929567773998
33.2097866856422,-97.1440993589136,-62.6480591116814
33.2097776712522,-97.1440993589136,-62.6469449839292
33.2097686568623,-97.1440993589136,-75.2763087076848
33.2097596424723,-97.1440993589136,-61.5701021707396
33.2097506280823,-97.1440993589136,-67.3915198560093
33.2097416136924,-97.1440993589136,-61.5696520839054
33.2097325993024,-97.1440993589136,-61.5691197103627
33.2097235849124,-97.1440993589136,-61.7581679353057
33.2097145705225,-97.1440993589136,-61.7580892771036
33.2097055561325,-97.1440993589136,-61.6159239838411
33.2096965417425,-97.1440993589136,-62.6999958766765
33.2096875273525,-97.1440993589136,-62.6997196606713
33.2096785129626,-97.1440993589136,-62.6995537516009
33.2096694985726,-97.1440993589136,-62.6994359094429
33.2096604841826,-97.1440993589136,-62.6993170774266
33.2096514697927,-97.1440993589136,-62.6991972574928
33.2096424554027,-97.1440993589136,-59.8350254012374
33.2096334410127,-97.1440993589136,-62.8111186541148
33.2096244266228,-97.1440993589136,-62.8111666387607
33.2096154122328,-97.1440993589136,-62.3904493862576
33.2096063978428,-97.1440993589136,-59.3219497452772
33.2095973834529,-97.1440993589136,-61.9952649187508
33.2095883690629,-97.1440993589136,-60.594351015188
33.2095793546729,-97.1440993589136,-60.5813690439308
33.209570340283,-97.1440993589136,-60.5683371231192
33.209561325893,-97.1440993589136,-59.5888644196745
33.209552311503,-97.1440993589136,-59.6475691330182
33.209543297113,-97.1440993589136,-58.5397992320495
33.2095342827231,-97.1440993589136,-58.533100996215
33.2095252683331,-97.1440993589136,-58.5256753677287
33.2095162539431,-97.1440993589136,-58.5182133410897
33.2095072395532,-97.1440993589136,-59.2450609865455
33.2094982251632,-97.1440993589136,-59.2360480957649
33.2094892107732,-97.1440993589136,-59.2270001931886
33.2094801963833,-97.1440993589136,-58.1491763703419
33.2094711819933,-97.1440993589136,-58.1331654079633
33.2094621676033,-97.1440993589136,-60.304892674256
33.2094531532134,-97.1440993589136,-60.2918717502417
33.2094441388234,-97.1440993589136,-60.2787973679941
33.2094351244334,-97.1440993589136,-60.2656692960493
33.2094261100434,-97.1440993589136,-61.5127303831597
33.2094170956535,-97.1440993589136,-58.6756973258939
33.2094080812635,-97.1440993589136,-58.7856563076932
33.2093990668735,-97.1440993589136,-61.7097230152195
33.2093900524836,-97.1440993589136,-61.3141782382221
33.2093810380936,-97.1440993589136,-61.2923560924892
33.2093720237036,-97.1440993589136,-61.2754633961794
33.2093630093137,-97.1440993589136,-61.2585100221719
33.2093539949237,-97.1440993589136,-61.2414957966007
33.2093449805337,-97.1440993589136,-61.2244205520345
33.2093359661438,-97.1440993589136,-61.5715738476223
33.2093269517538,-97.1440993589136,-61.5522334424027
33.2093179373638,-97.1440993589136,-61.5328418174218
33.2093089229738,-97.1440993589136,-61.1517162493342
33.2092999085839,-97.1440993589136,-61.1344725348561
33.2092908941939,-97.1440993589136,-61.1171669384057
33.2092818798039,-97.1440993589136,-61.0997992859348
33.209272865414,-97.1440993589136,-70.8640807924593
33.209263851024,-97.1440993589136,-70.8725559827303
33.209254836634,-97.1440993589136,-76.7610553359994
33.2092458222441,-97.1440993589136,-76.7688007736662
33.2092368078541,-97.1440993589136,-76.7765393104361
33.2092277934641,-97.1440993589136,-76.7842709593497
33.2092187790742,-97.1440993589136,-70.8605096817955
33.2092097646842,-97.1440993589136,-70.8691477435284
33.2092007502942,-97.1440993589136,-70.8777771233724
33.2091917359043,-97.1440993589136,-70.8863978381654
33.2091827215143,-97.1440993589136,-70.895009907052
33.2091737071243,-97.1440993589136,-70.9036133459023
33.2091646927343,-97.1440993589136,-70.9122081745834
33.2091556783444,-97.1440993589136,-76.8458776307887
33.2091466639544,-97.1440993589136,-76.8535478319602
33.2091376495644,-97.1440993589136,-76.8612112658339
33.2091286351745,-97.1440993589136,-76.8688679440986
33.2091196207845,-97.1440993589136,-76.8765178791611
33.2091106063945,-97.1440993589136,-76.8841610823728
33.2091015920046,-97.1440993589136,-76.8917975660802
33.2090925776146,-97.1440993589136,-76.8994273418402
33.2090835632246,-97.1440993589136,-76.9070504211791
33.2090745488347,-97.1440993589136,-76.9146668165751
33.2090655344447,-97.1440993589136,-76.9222765387617
33.2090565200547,-97.1440993589136,-76.9298795999164
33.2090475056647,-97.1440993589136,-63.0051514439096
33.2090384912748,-97.1440993589136,-63.0079511756184
33.2090294768848,-97.1440993589136,-63.1896069264309
33.2090204624948,-97.1440993589136,-63.1922033689569
33.2090114481049,-97.1440993589136,-63.1947990367309
33.2090024337149,-97.1440993589136,-Inf
33.2089934193249,-97.1440993589136,-Inf
33.208984404935,-97.1440993589136,-63.2031472983979
33.208975390545,-97.1440993589136,-62.586331379734
33.208966376155,-97.1440993589136,-62.5890706278928
33.2089573617651,-97.1440993589136,-62.5918089975539
33.2089483473751,-97.1440993589136,-62.5945464915781
33.2089393329851,-97.1440993589136,-71.35786829455
33.2089303185952,-97.1440993589136,-Inf
33.2089213042052,-97.1440993589136,-Inf
33.2089122898152,-97.1440993589136,-Inf
33.2087500307958,-97.1440993589136,-62.6678511151774
33.2087410164058,-97.1440993589136,-62.671651420449
33.2087320020158,-97.1440993589136,-62.6754500528661
33.2087229876259,-97.1440993589136,-67.7732891301983
33.2087139732359,-97.1440993589136,-70.2133858690596
33.2087049588459,-97.1440993589136,-70.2004085164912
33.208695944456,-97.1440993589136,-62.5027968906266
33.208686930066,-97.1440993589136,-61.8100212230189
33.208677915676,-97.1440993589136,-61.8090955245985
33.2086689012861,-97.1440993589136,-61.801400835101
33.2086598868961,-97.1440993589136,-62.4997174019341
33.2086508725061,-97.1440993589136,-60.727455008337
33.2086418581161,-97.1440993589136,-60.7062036956235
33.2086328437262,-97.1440993589136,-57.4596671042312
33.2086238293362,-97.1440993589136,-56.4464812641886
33.2086148149462,-97.1440993589136,-55.1876364309927
33.2086058005563,-97.1440993589136,-54.1838188403483
33.2085967861663,-97.1440993589136,-55.0014434027697
33.2085877717763,-97.1440993589136,-55.1225501243474
33.2085787573864,-97.1440993589136,-54.6770766208654
33.2085697429964,-97.1440993589136,-55.5736758688406
33.2085607286064,-97.1440993589136,-59.890107395903
33.2085517142165,-97.1440993589136,-58.2739762991437
33.2085426998265,-97.1440993589136,-58.2654793847048
33.2085336854365,-97.1440993589136,-61.5856094996704
33.2085246710465,-97.1440993589136,-62.2786237845459
33.2085156566566,-97.1440993589136,-62.2871406157241
33.2085066422666,-97.1440993589136,-68.7508137112882
33.2084976278766,-97.1440993589136,-65.7652823802419
33.2084886134867,-97.1440993589136,-65.7864391345739
33.2084795990967,-97.1440993589136,-57.9230663560007
33.2084705847067,-97.1440993589136,-56.1460720780208
33.2084615703168,-97.1440993589136,-56.1329587514572
33.2084525559268,-97.1440993589136,-57.8946080435779
33.2084435415368,-97.1440993589136,-46.6237380038005
33.2084345271469,-97.1440993589136,-46.4399686877366
33.2084255127569,-97.1440993589136,-44.894172115252
33.2084164983669,-97.1440993589136,-46.3320333566427
33.208407483977,-97.1440993589136,-46.1870963148673
33.208398469587,-97.1440993589136,-45.8873825308143
33.208389455197,-97.1440993589136,-44.7279894900383
33.208380440807,-97.1440993589136,-46.2613097873899
33.2083714264171,-97.1440993589136,-46.1911343795442
33.2083624120271,-97.1440993589136,-46.2461786980585
33.2083533976371,-97.1440993589136,-45.0595944766167
33.2083443832472,-97.1440993589136,-46.4691504054724
33.2083353688572,-97.1440993589136,-46.3069095992386
33.2083263544672,-97.1440993589136,-45.8775751189802
33.2083173400773,-97.1440993589136,-44.9844991716868
33.2083083256873,-97.1440993589136,-46.1427083455555
33.2082993112973,-97.1440993589136,-46.1893819745733
33.2105258656197,-97.1440885848252,-60.9245663818742
33.2105168512297,-97.1440885848252,-60.9108454981262
33.2105078368397,-97.1440885848252,-60.8970781619627
33.2104988224498,-97.1440885848252,-60.8832643795706
33.2104898080598,-97.1440885848252,-60.8694041562111
33.2104807936698,-97.1440885848252,-59.2466116775368
33.2104717792798,-97.1440885848252,-59.231950042883
33.2104627648899,-97.1440885848252,-59.1174173087678
33.2104537504999,-97.1440885848252,-59.1029619998856
33.2104447361099,-97.1440885848252,-59.0884649976441
33.21043572172,-97.1440885848252,-60.6425332537586
33.21042670733,-97.1440885848252,-60.6290943012268
33.21041769294,-97.1440885848252,-60.6154636391475
33.2104086785501,-97.1440885848252,-60.6016323816017
33.2103996641601,-97.1440885848252,-60.7289216581081
33.2103906497701,-97.1440885848252,-60.7146044291983
33.2103816353802,-97.1440885848252,-60.4843470101809
33.2103726209902,-97.1440885848252,-60.4701895382544
33.2103636066002,-97.1440885848252,-60.4559873329583
33.2103545922103,-97.1440885848252,-59.9003809561038
33.2103455778203,-97.1440885848252,-59.8865252942601
33.2103365634303,-97.1440885848252,-62.1325309973012
33.2103275490403,-97.1440885848252,-59.859030190113
33.2103185346504,-97.1440885848252,-59.8450731260103
33.2103095202604,-97.1440885848252,-60.071389479422
33.2103005058704,-97.1440885848252,-60.055695504576
33.2102914914805,-97.1440885848252,-58.5994942417143
33.2102824770905,-97.1440885848252,-58.3821572297672
33.2102734627005,-97.1440885848252,-58.2351533023341
33.2102644483106,-97.1440885848252,-58.6401527044714
33.2102554339206,-97.1440885848252,-60.1424726941347
33.2102464195306,-97.1440885848252,-62.6988247613936
33.2102374051407,-97.1440885848252,-60.1103581064891
33.2102283907507,-97.1440885848252,-60.54036184264
33.2102193763607,-97.1440885848252,-60.3824936450816
33.2102103619707,-97.1440885848252,-60.3663098427278
33.2102013475808,-97.1440885848252,-60.3500925657813
33.2101923331908,-97.1440885848252,-60.3338416823839
33.2101833188008,-97.1440885848252,-60.5359081679633
33.2101743044109,-97.1440885848252,-60.5192583641272
33.2101652900209,-97.1440885848252,-62.8002851599248
33.2101562756309,-97.1440885848252,-73.3912700979857
33.210147261241,-97.1440885848252,-Inf
33.210138246851,-97.1440885848252,-75.3907173896378
33.210129232461,-97.1440885848252,-75.3892403278606
33.2101202180711,-97.1440885848252,-75.387763013903
33.2101112036811,-97.1440885848252,-75.3862854486382
33.2101021892911,-97.1440885848252,-75.3848076319758
33.2100931749012,-97.1440885848252,-69.8588322967068
33.2100841605112,-97.1440885848252,-69.8537870753196
33.2100751461212,-97.1440885848252,-69.1566841348611
33.2100661317312,-97.1440885848252,-69.1489649364025
33.2100571173413,-97.1440885848252,-71.2612718340257
33.2100481029513,-97.1440885848252,-71.2548194183765
33.2100390885613,-97.1440885848252,-71.0914926949639
33.2100300741714,-97.1440885848252,-69.1533187965705
33.2100210597814,-97.1440885848252,-68.2163699482232
33.2100120453914,-97.1440885848252,-71.3810246653689
33.2100030310015,-97.1440885848252,-71.3823855223
33.2099940166115,-97.1440885848252,-71.3837446191851
33.2099850022215,-97.1440885848252,-71.3851019564707
33.2099759878316,-97.1440885848252,-71.386457534141
33.2099669734416,-97.1440885848252,-71.3878113544997
33.2099579590516,-97.1440885848252,-Inf
33.2099489446616,-97.1440885848252,-Inf
33.2099399302717,-97.1440885848252,-Inf
33.2099309158817,-97.1440885848252,-Inf
33.2099219014917,-97.1440885848252,-Inf
33.2099128871018,-97.1440885848252,-Inf
33.2099038727118,-97.1440885848252,-71.6052499216826
33.2098948583218,-97.1440885848252,-70.0438723714202
33.2098858439319,-97.1440885848252,-59.5663123755638
33.2098768295419,-97.1440885848252,-62.2512014278356
33.2098678151519,-97.1440885848252,-62.2483396942398
33.209858800762,-97.1440885848252,-62.2454718056016
33.209849786372,-97.1440885848252,-62.2425977302624
33.209840771982,-97.1440885848252,-62.2397174318708
33.209831757592,-97.1440885848252,-75.2691139511822
33.2098227432021,-97.1440885848252,-62.9166604943957
33.2098137288121,-97.1440885848252,-62.9154010832901
33.2098047144221,-97.1440885848252,-62.9142638873143
33.2097957000322,-97.1440885848252,-62.9131265424285
33.2097866856422,-97.1440885848252,-62.6664545673922
33.2097776712522,-97.1440885848252,-62.6653430755448
